DATE_TIME,DATE,TIME,Average of AMBIENT_TEMPERATURE,Average of MODULE_TEMPERATURE,Average of IRRADIATION,Average of DC_POWER,Average of AC_POWER,Average of DAILY_YIELD,Average of TOTAL_YIELD,DAILY_YIELD,TOTAL_YIELD
18-05-20 23:45,18-05-20,23:45:00,22.62100427,20.6383708,0,0,0,4948.792208,6878366.955,4948.792208,6878366.955
19-05-20 0:00,19-05-20,0:00:00,22.6109822,20.60990593,0,0,0,298.6712662,6878366.955,298.6712662,6878366.955
19-05-20 0:15,19-05-20,0:15:00,22.54899814,20.52987657,0,0,0,0,6878366.955,0,6878366.955
19-05-20 0:30,19-05-20,0:30:00,22.55304973,20.4879678,0,0,0,0,6878366.955,0,6878366.955
19-05-20 0:45,19-05-20,0:45:00,22.56621713,20.4848938,0,0,0,0,6878366.955,0,6878366.955
19-05-20 1:00,19-05-20,1:00:00,22.6252198,20.58671073,0,0,0,0,6878366.955,0,6878366.955
19-05-20 1:15,19-05-20,1:15:00,22.59546307,20.62707733,0,0,0,0,6878366.955,0,6878366.955
19-05-20 1:30,19-05-20,1:30:00,22.5935506,20.69703187,0,0,0,0,6878366.955,0,6878366.955
19-05-20 1:45,19-05-20,1:45:00,22.701711,20.7254476,0,0,0,0,6878366.955,0,6878366.955
19-05-20 2:00,19-05-20,2:00:00,22.759263,20.750472,0,0,0,0,6878366.955,0,6878366.955
19-05-20 2:15,19-05-20,2:15:00,22.81407379,20.77135579,0,0,0,0,6878366.955,0,6878366.955
19-05-20 2:30,19-05-20,2:30:00,22.8776184,20.8114706,0,0,0,0,6878366.955,0,6878366.955
19-05-20 2:45,19-05-20,2:45:00,22.93003147,20.8492228,0,0,0,0,6878366.955,0,6878366.955
19-05-20 3:00,19-05-20,3:00:00,22.95343633,20.8419148,0,0,0,0,6878366.955,0,6878366.955
19-05-20 3:15,19-05-20,3:15:00,23.00230913,20.79196993,0,0,0,0,6878366.955,0,6878366.955
19-05-20 3:30,19-05-20,3:30:00,23.0468344,20.81230067,0,0,0,0,6878366.955,0,6878366.955
19-05-20 3:45,19-05-20,3:45:00,23.070223,20.8081972,0,0,0,0,6878366.955,0,6878366.955
19-05-20 4:00,19-05-20,4:00:00,23.08274327,20.7709128,0,0,0,0,6878366.955,0,6878366.955
19-05-20 4:15,19-05-20,4:15:00,23.19221279,20.85324321,0,0,0,0,6878366.955,0,6878366.955
19-05-20 4:30,19-05-20,4:30:00,23.21819867,20.8823874,0,0,0,0,6878366.955,0,6878366.955
19-05-20 4:45,19-05-20,4:45:00,23.2693624,20.983366,0,0,0,0,6878366.955,0,6878366.955
19-05-20 5:00,19-05-20,5:00:00,23.35167647,21.25187373,0,0,0,0,6878366.955,0,6878366.955
19-05-20 5:15,19-05-20,5:15:00,23.34258833,21.2198508,0,0,0,0,6878366.955,0,6878366.955
19-05-20 5:30,19-05-20,5:30:00,23.19291173,20.93427533,0,0,0,0,6878366.955,0,6878366.955
19-05-20 5:45,19-05-20,5:45:00,23.14720047,21.20465293,0.000318318,0,0,0,6878366.955,0,6878366.955
19-05-20 6:00,19-05-20,6:00:00,23.2813864,21.91976527,0.004313752,0,0,0,6878366.955,0,6878366.955
19-05-20 6:15,19-05-20,6:15:00,23.34448021,22.34245743,0.009697122,96.12175324,9.275162338,1.019480519,6878367.974,1.019480519,6878367.974
19-05-20 6:30,19-05-20,6:30:00,23.42726453,22.55323487,0.012650073,174.476461,16.83587662,4.374188312,6878371.329,4.374188312,6878371.329
19-05-20 6:45,19-05-20,6:45:00,23.5877664,22.9655782,0.046752242,724.6631494,70.41282468,11.90016234,6878378.855,11.90016234,6878378.855
19-05-20 7:00,19-05-20,7:00:00,24.034554,24.97640393,0.172012464,2461.207792,241.3725649,50.57711039,6878417.532,50.57711039,6878417.532
19-05-20 7:15,19-05-20,7:15:00,24.50535293,27.03367107,0.187506619,2644.900974,259.4632305,115.650974,6878482.605,115.650974,6878482.605
19-05-20 7:30,19-05-20,7:30:00,24.80741787,29.58163647,0.18865498,2662.374188,261.1850649,179.4529221,6878546.408,179.4529221,6878546.408
19-05-20 7:45,19-05-20,7:45:00,25.04675513,31.10614627,0.235115639,3271.018669,321.0962662,251.0405844,6878617.995,251.0405844,6878617.995
19-05-20 8:00,19-05-20,8:00:00,25.17937227,30.78227753,0.131211553,1853.161526,181.463961,319.1209416,6878686.076,319.1209416,6878686.076
19-05-20 8:15,19-05-20,8:15:00,25.18879693,30.10746564,0.194091544,2700.439935,264.9637175,366.7978896,6878733.752,366.7978896,6878733.752
19-05-20 8:30,19-05-20,8:30:00,25.61507167,33.97249173,0.2977888,4228.94237,415.1405032,460.4407468,6878827.395,460.4407468,6878827.395
19-05-20 8:45,19-05-20,8:45:00,25.79166053,34.81573467,0.273515047,3980.372565,390.7872565,555.6095779,6878922.564,555.6095779,6878922.564
19-05-20 9:00,19-05-20,9:00:00,26.1215332,36.85808507,0.386892012,5572.86526,546.1676948,668.0738636,6879035.029,668.0738636,6879035.029
19-05-20 9:15,19-05-20,9:15:00,26.49552187,39.63697713,0.424118103,6166.1875,604.1396104,807.2443182,6879174.199,807.2443182,6879174.199
19-05-20 9:30,19-05-20,9:30:00,27.32275993,45.7407144,0.646547489,8350.838474,817.0405032,994.9107142,6879361.865,994.9107142,6879361.865
19-05-20 9:45,19-05-20,9:45:00,27.51964327,46.13010867,0.526110615,6995.407468,684.9421266,1184.769481,6879551.724,1184.769481,6879551.724
19-05-20 10:00,19-05-20,10:00:00,27.60525313,43.14886267,0.492165963,6470.13961,633.688961,1341.644481,6879708.599,1341.644481,6879708.599
19-05-20 10:15,19-05-20,10:15:00,27.712921,43.05118657,0.592493581,7833.419643,766.3422078,1519.301948,6879886.256,1519.301948,6879886.256
19-05-20 10:30,19-05-20,10:30:00,27.89099327,44.39553447,0.511036221,6980.86526,683.1077922,1714.965909,6880081.92,1714.965909,6880081.92
19-05-20 10:45,19-05-20,10:45:00,27.81567373,43.8632324,0.601559176,8343.083604,815.7851461,1895.522727,6880262.477,1895.522727,6880262.477
19-05-20 11:00,19-05-20,11:00:00,28.1994974,48.01419867,0.813000858,10357.27516,1011.305601,2121.792208,6880488.747,2121.792208,6880488.747
19-05-20 11:15,19-05-20,11:15:00,28.47857053,47.685272,0.499473274,7223.749188,706.774026,2350.806007,6880717.761,2350.806007,6880717.761
19-05-20 11:30,19-05-20,11:30:00,28.08173375,40.72512413,0.283390025,4050.738636,397.9651515,2446.757576,6880813.712,2446.757576,6880813.712
19-05-20 12:30,19-05-20,12:30:00,29.64466367,49.07784,0.73832813,9859.19697,963.9530303,3501.568182,6881868.523,3501.568182,6881868.523
19-05-20 12:45,19-05-20,12:45:00,29.9514374,51.4083098,0.835832152,11456.5,1118.343182,3693.454545,6882060.409,3693.454545,6882060.409
19-05-20 13:00,19-05-20,13:00:00,30.1058454,51.84774173,0.701943301,9810.2013,958.8525974,3912.084416,6882279.039,3912.084416,6882279.039
19-05-20 13:15,19-05-20,13:15:00,29.9082072,49.460659,0.547354847,7709.25,754.6136364,4138.039773,6882504.994,4138.039773,6882504.994
19-05-20 13:30,19-05-20,13:30:00,29.60315553,44.5125144,0.530693649,7617.37013,745.7012987,4314.519481,6882681.474,4314.519481,6882681.474
19-05-20 13:45,19-05-20,13:45:00,29.98547573,48.13686327,0.721258494,10068.70455,984.4607955,4538.846591,6882905.801,4538.846591,6882905.801
19-05-20 14:00,19-05-20,14:00:00,29.9116638,49.1889056,0.644802365,9034.461039,883.787013,4773.454546,6883140.409,4773.454546,6883140.409
19-05-20 14:15,19-05-20,14:15:00,30.11147636,49.456279,0.682421116,9533.346591,932.1806818,5003.460227,6883370.415,5003.460227,6883370.415
19-05-20 14:30,19-05-20,14:30:00,30.29932047,50.3594666,0.730578768,10154.23377,992.7538961,5242.837662,6883609.792,5242.837662,6883609.792
19-05-20 14:45,19-05-20,14:45:00,30.368632,50.099892,0.702796554,9674.706981,946.1112013,5485.23539,6883852.19,5485.23539,6883852.19
19-05-20 15:00,19-05-20,15:00:00,30.22064013,46.65866707,0.527470392,7372.407468,721.7758929,5700.711039,6884067.666,5700.711039,6884067.666
19-05-20 15:15,19-05-20,15:15:00,30.03545133,43.3170714,0.432471065,6047.593344,592.612013,5867.836039,6884234.791,5867.836039,6884234.791
19-05-20 15:30,19-05-20,15:30:00,29.78514187,40.8995442,0.450067605,6519.130682,638.6125,6011.318994,6884378.273,6011.318994,6884378.273
19-05-20 15:45,19-05-20,15:45:00,29.76168613,40.82955953,0.379865905,5438.186688,533.1085227,6159.602273,6884526.557,6159.602273,6884526.557
19-05-20 16:00,19-05-20,16:00:00,29.7693278,40.70181653,0.461575615,6502.359578,636.9655844,6302.629058,6884669.584,6302.629058,6884669.584
19-05-20 16:15,19-05-20,16:15:00,29.91129607,41.1940265,0.390415037,5291.752435,518.7721591,6452.29789,6884819.253,6452.29789,6884819.253
19-05-20 16:30,19-05-20,16:30:00,29.6577312,39.18270073,0.328667841,4605.604167,451.9840278,6556.736111,6937005.681,6556.736111,6937005.681
19-05-20 16:45,19-05-20,16:45:00,29.37371827,36.96112067,0.263936741,3720.468254,365.6492064,6660.738095,6937109.683,6660.738095,6937109.683
19-05-20 17:00,19-05-20,17:00:00,29.09653113,34.4538818,0.189260894,2668.375,261.8548611,6739.861111,6937188.806,6739.861111,6937188.806
19-05-20 17:15,19-05-20,17:15:00,28.59915553,31.82115473,0.127806749,1822.119048,178.5698413,6794.277778,6937243.222,6794.277778,6937243.222
19-05-20 17:30,19-05-20,17:30:00,28.11065073,29.98121347,0.08722808,1250.423611,121.6305556,6831.541667,6937280.486,6831.541667,6937280.486
19-05-20 17:45,19-05-20,17:45:00,27.6489196,28.5470478,0.037750824,535.2619048,51.85873016,6855.277778,6937304.222,6855.277778,6937304.222
19-05-20 18:00,19-05-20,18:00:00,25.0463766,25.42619827,0.001575294,1,0.096527778,6859.722222,6937308.667,6859.722222,6937308.667
19-05-20 18:15,19-05-20,18:15:00,23.2004924,22.07221267,0.000328634,0,0,6859.722222,6937308.667,6859.722222,6937308.667
19-05-20 18:30,19-05-20,18:30:00,22.54317143,20.73624307,0,0,0,6859.722222,6937308.667,6859.722222,6937308.667
19-05-20 18:45,19-05-20,18:45:00,22.47501213,20.73757527,1.60E-05,0,0,6859.722222,6937308.667,6859.722222,6937308.667
19-05-20 19:00,19-05-20,19:00:00,22.45028487,20.74547933,0,0,0,6859.722222,6937308.667,6859.722222,6937308.667
19-05-20 19:15,19-05-20,19:15:00,22.51024367,20.68572393,0,0,0,6859.722222,6937308.667,6859.722222,6937308.667
19-05-20 19:30,19-05-20,19:30:00,22.54768473,20.47412927,0,0,0,6859.722222,6937308.667,6859.722222,6937308.667
19-05-20 19:45,19-05-20,19:45:00,22.49002507,20.33348573,0,0,0,6859.722222,6937308.667,6859.722222,6937308.667
19-05-20 20:00,19-05-20,20:00:00,22.38878387,20.06214393,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 20:15,19-05-20,20:15:00,22.85917553,20.22864187,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 20:30,19-05-20,20:30:00,23.40488067,20.62076813,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 20:45,19-05-20,20:45:00,23.8672628,21.101176,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 21:00,19-05-20,21:00:00,24.02257421,21.44992936,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 21:15,19-05-20,21:15:00,24.0037862,21.4630168,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 21:30,19-05-20,21:30:00,23.94289547,21.38899133,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 21:45,19-05-20,21:45:00,23.8231872,21.24833567,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 22:00,19-05-20,22:00:00,23.6713298,21.18211053,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 22:15,19-05-20,22:15:00,23.7010498,21.558252,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 22:30,19-05-20,22:30:00,23.56072993,21.31796673,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 22:45,19-05-20,22:45:00,23.3931456,21.10627453,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 23:00,19-05-20,23:00:00,23.23081673,20.72144773,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 23:15,19-05-20,23:15:00,22.91665021,20.36806814,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 23:30,19-05-20,23:30:00,22.7879172,20.3267742,0,0,0,5612.5,6885179.227,5612.5,6885179.227
19-05-20 23:45,19-05-20,23:45:00,22.63849287,20.2964478,0,0,0,5082.746753,6885179.227,5082.746753,6885179.227
20-05-20 0:00,20-05-20,0:00:00,22.46528513,20.11112267,0,0,0,232.8920455,6885179.227,232.8920455,6885179.227
20-05-20 0:15,20-05-20,0:15:00,22.2552064,20.1101744,0,0,0,0,6885179.227,0,6885179.227
20-05-20 0:30,20-05-20,0:30:00,22.21713867,20.21119187,0,0,0,0,6885179.227,0,6885179.227
20-05-20 0:45,20-05-20,0:45:00,22.22257087,20.01264653,0,0,0,0,6885179.227,0,6885179.227
20-05-20 1:00,20-05-20,1:00:00,22.19119053,20.03607173,0,0,0,0,6885179.227,0,6885179.227
20-05-20 1:15,20-05-20,1:15:00,22.18174964,19.99805779,0,0,0,0,6885179.227,0,6885179.227
20-05-20 1:30,20-05-20,1:30:00,22.11587533,19.7206116,0,0,0,0,6885179.227,0,6885179.227
20-05-20 1:45,20-05-20,1:45:00,22.15591827,19.79517013,0,0,0,0,6885179.227,0,6885179.227
20-05-20 2:00,20-05-20,2:00:00,22.17514033,19.72852167,0,0,0,0,6885179.227,0,6885179.227
20-05-20 2:15,20-05-20,2:15:00,21.9675416,19.43995967,0,0,0,0,6885179.227,0,6885179.227
20-05-20 2:30,20-05-20,2:30:00,21.9609742,19.38235853,0,0,0,0,6885179.227,0,6885179.227
20-05-20 2:45,20-05-20,2:45:00,21.9418578,19.3043924,0,0,0,0,6885179.227,0,6885179.227
20-05-20 3:00,20-05-20,3:00:00,21.921218,19.33031207,0,0,0,0,6885179.227,0,6885179.227
20-05-20 3:15,20-05-20,3:15:00,22.00941686,19.45787921,0,0,0,0,6885179.227,0,6885179.227
20-05-20 3:30,20-05-20,3:30:00,22.00979013,19.52385047,0,0,0,0,6885179.227,0,6885179.227
20-05-20 3:45,20-05-20,3:45:00,22.108852,19.497703,0,0,0,0,6885179.227,0,6885179.227
20-05-20 4:00,20-05-20,4:00:00,22.13360207,19.5210266,0,0,0,0,6885179.227,0,6885179.227
20-05-20 4:15,20-05-20,4:15:00,22.15695393,19.55076907,0,0,0,0,6885179.227,0,6885179.227
20-05-20 4:30,20-05-20,4:30:00,22.11961067,19.46474613,0,0,0,0,6885179.227,0,6885179.227
20-05-20 4:45,20-05-20,4:45:00,22.07885747,19.3471294,0,0,0,0,6885179.227,0,6885179.227
20-05-20 5:00,20-05-20,5:00:00,21.985909,19.16896553,0,0,0,0,6885179.227,0,6885179.227
20-05-20 5:15,20-05-20,5:15:00,22.0098816,19.14583533,0,0,0,0,6885179.227,0,6885179.227
20-05-20 5:30,20-05-20,5:30:00,21.88361693,18.82454336,0,0,0,0,6885179.227,0,6885179.227
20-05-20 5:45,20-05-20,5:45:00,21.50681967,18.49234007,1.47E-05,0,0,0,6885179.227,0,6885179.227
20-05-20 6:00,20-05-20,6:00:00,21.3480144,18.81170033,0.009011726,101.1753247,9.769480519,0.474025974,6885179.701,0.474025974,6885179.701
20-05-20 6:15,20-05-20,6:15:00,21.70994887,19.53730067,0.032105555,431.3887987,41.72102273,6.741071429,6885185.968,6.741071429,6885185.968
20-05-20 6:30,20-05-20,6:30:00,21.99652107,20.09438087,0.051038103,708.5819805,68.6538961,20.44237013,6885199.67,20.44237013,6885199.67
20-05-20 6:45,20-05-20,6:45:00,22.1559958,20.62310193,0.071391635,966.4707792,93.8887987,40.43425325,6885219.662,40.43425325,6885219.662
20-05-20 7:00,20-05-20,7:00:00,22.4990804,21.7430604,0.132038856,1623.704546,158.7633929,70.54058442,6885249.768,70.54058442,6885249.768
20-05-20 7:15,20-05-20,7:15:00,22.93633213,23.89643347,0.198912893,2510.800325,246.2469156,121.3961039,6885300.623,121.3961039,6885300.623
20-05-20 7:30,20-05-20,7:30:00,23.43454843,26.33118107,0.264012418,3430.753247,337.2084416,193.8051948,6885373.032,193.8051948,6885373.032
20-05-20 7:45,20-05-20,7:45:00,23.92114047,28.7693056,0.325195026,4296.755682,421.9237825,287.1542208,6885466.382,287.1542208,6885466.382
20-05-20 8:00,20-05-20,8:00:00,24.47114867,31.939571,0.390584805,5220.185877,511.745211,402.9050325,6885582.132,402.9050325,6885582.132
20-05-20 8:15,20-05-20,8:15:00,25.12465207,35.99217127,0.437920279,5907.392046,578.8700487,539.8952922,6885719.123,539.8952922,6885719.123
20-05-20 8:30,20-05-20,8:30:00,25.5624634,38.25235613,0.498367802,6783.068994,664.3705357,695.4220779,6885874.649,695.4220779,6885874.649
20-05-20 8:45,20-05-20,8:45:00,26.21255687,40.39654947,0.510469781,6986.1875,684.192289,861.849026,6886041.076,861.849026,6886041.076
20-05-20 9:00,20-05-20,9:00:00,26.4731404,41.65764953,0.575073805,7867.512987,770.1297078,1041.266234,6886220.494,1041.266234,6886220.494
20-05-20 9:15,20-05-20,9:15:00,26.9201314,43.72293527,0.610246151,8409.219968,822.9281656,1243.650974,6886422.878,1243.650974,6886422.878
20-05-20 9:30,20-05-20,9:30:00,27.20111693,44.10720627,0.637412279,8722.646916,853.4607143,1451.270292,6886630.498,1451.270292,6886630.498
20-05-20 9:45,20-05-20,9:45:00,27.84349714,46.54200971,0.700142781,9555.74513,934.5536526,1673.831169,6886853.059,1673.831169,6886853.059
20-05-20 10:00,20-05-20,10:00:00,28.0775878,48.34034807,0.751681445,10199.77192,997.2060877,1918.637987,6887097.865,1918.637987,6887097.865
20-05-20 10:15,20-05-20,10:15:00,28.2830628,49.19147753,0.809669579,10977.98539,1072.588312,2174.98052,6887354.208,2174.98052,6887354.208
20-05-20 10:30,20-05-20,10:30:00,28.75250447,51.54958113,0.809150429,10932.83442,1068.362906,2446.487825,6887625.715,2446.487825,6887625.715
20-05-20 10:45,20-05-20,10:45:00,28.98598433,51.4764992,0.81481982,11030.01867,1077.64164,2712.767857,6887891.995,2712.767857,6887891.995
20-05-20 11:00,20-05-20,11:00:00,29.31593827,52.12607433,0.848850921,11505.61364,1122.913799,2989.026786,6888168.254,2989.026786,6888168.254
20-05-20 11:15,20-05-20,11:15:00,29.73526193,53.64847207,0.900069661,12085.38231,1178.575162,3275.941558,6888455.169,3275.941558,6888455.169
20-05-20 11:30,20-05-20,11:30:00,29.88298327,54.3455892,0.93859401,12541.90097,1222.944318,3572.591721,6888751.819,3572.591721,6888751.819
20-05-20 11:45,20-05-20,11:45:00,30.19451907,56.65431327,0.912929421,12231.5073,1193.030844,3880.965909,6889060.193,3880.965909,6889060.193
20-05-20 12:00,20-05-20,12:00:00,30.52134807,56.80053313,0.966185457,12655.98377,1234.317776,4174.125,6889353.352,4174.125,6889353.352
20-05-20 12:15,20-05-20,12:15:00,30.92911621,58.69564164,0.975161304,12827.30844,1250.684416,4488.914773,6889668.142,4488.914773,6889668.142
20-05-20 12:30,20-05-20,12:30:00,31.2991598,59.36714047,0.967890089,12765.62906,1244.683523,4799.17289,6889978.4,4799.17289,6889978.4
20-05-20 12:45,20-05-20,12:45:00,31.34249067,58.6883928,0.966922209,12703.375,1238.659497,5110.211851,6890289.439,5110.211851,6890289.439
20-05-20 13:00,20-05-20,13:00:00,31.39369707,56.83325393,0.89780282,11560.9789,1128.000081,5404.248377,6890583.476,5404.248377,6890583.476
20-05-20 13:15,20-05-20,13:15:00,31.52517982,56.27651418,0.902461681,12166.99848,1186.634394,5657.24697,6890836.474,5657.24697,6890836.474
20-05-20 17:30,20-05-20,17:30:00,29.3095095,31.839508,0.136164155,1848.863636,181.2272727,8736.545455,6893915.773,8736.545455,6893915.773
20-05-20 17:45,20-05-20,17:45:00,28.99113573,31.0937296,0.111932491,1550.269481,151.5461851,8759.464286,6893938.692,8759.464286,6893938.692
20-05-20 18:00,20-05-20,18:00:00,28.52429807,29.6948792,0.060132061,828.1785714,80.35965909,8788.410714,6893967.638,8788.410714,6893967.638
20-05-20 18:15,20-05-20,18:15:00,27.9674928,27.48501573,0.026352906,359.7727273,34.77167208,8802.743506,6893981.971,8802.743506,6893981.971
20-05-20 18:30,20-05-20,18:30:00,27.51042893,25.83340653,0.004733932,50.84496753,4.906737013,8807.457792,6893986.685,8807.457792,6893986.685
20-05-20 18:45,20-05-20,18:45:00,27.11209979,24.68879464,9.92E-05,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 19:00,20-05-20,19:00:00,26.715222,24.04706413,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 19:15,20-05-20,19:15:00,26.32090453,23.7664206,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 19:30,20-05-20,19:30:00,26.05849193,23.3778504,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 19:45,20-05-20,19:45:00,25.84102367,23.00669147,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 20:00,20-05-20,20:00:00,25.68150633,22.6908204,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 20:15,20-05-20,20:15:00,25.51622313,22.42902427,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 20:30,20-05-20,20:30:00,25.28251947,22.43654993,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 20:45,20-05-20,20:45:00,25.09930633,22.31530367,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 21:00,20-05-20,21:00:00,24.91609843,22.040122,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 21:15,20-05-20,21:15:00,24.82086373,22.0092996,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 21:30,20-05-20,21:30:00,24.7004862,21.87760213,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 21:45,20-05-20,21:45:00,24.49919564,21.57032993,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 22:00,20-05-20,22:00:00,24.3762818,21.52067467,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 22:15,20-05-20,22:15:00,24.23611047,21.519643,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 22:30,20-05-20,22:30:00,24.14549036,21.462666,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
20-05-20 22:45,20-05-20,22:45:00,24.003129,21.26999327,0,0,0,8807.727273,6893986.955,8807.727273,6893986.955
21-05-20 7:45,21-05-20,7:45:00,23.53055364,30.40324264,0.322396049,3468.084091,340.6772727,315.4022727,6894302.357,315.4022727,6894302.357
21-05-20 8:00,21-05-20,8:00:00,23.96825553,33.11916907,0.364678181,4288.265152,420.4771212,304.769697,6894359.994,304.769697,6894359.994
21-05-20 8:15,21-05-20,8:15:00,24.44770507,36.010386,0.396035358,5700.75974,558.6881494,485.700487,6894472.687,485.700487,6894472.687
21-05-20 8:30,21-05-20,8:30:00,25.05856327,39.48617747,0.454001259,6480.607143,634.8415584,634.3230519,6894621.161,634.3230519,6894621.161
21-05-20 8:45,21-05-20,8:45:00,25.4833456,42.19290773,0.558310909,7508.518669,735.1316288,803.7529762,6894790.707,803.7529762,6894790.707
21-05-20 9:00,21-05-20,9:00:00,26.1862182,45.974644,0.630282837,8183.823864,800.9505682,996.5543831,6894983.509,996.5543831,6894983.509
21-05-20 9:15,21-05-20,9:15:00,26.82428843,48.74574721,0.676448222,8749.87013,856.0393669,1202.272727,6895189.227,1202.272727,6895189.227
21-05-20 9:30,21-05-20,9:30:00,27.48974807,49.733946,0.732597133,9826.651786,960.912013,1429.857143,6895416.812,1429.857143,6895416.812
21-05-20 9:45,21-05-20,9:45:00,27.690804,51.029305,0.772237975,10002.65666,977.7521915,1667.875,6895654.83,1667.875,6895654.83
21-05-20 10:00,21-05-20,10:00:00,28.20780033,53.51720187,0.70056636,6089.877489,595.1774026,1378.409091,6895842.45,1378.409091,6895842.45
21-05-20 10:15,21-05-20,10:15:00,28.12987687,46.86501033,0.504322327,7100.594156,694.5844156,1991.309253,6895978.264,1991.309253,6895978.264
21-05-20 10:30,21-05-20,10:30:00,28.65709027,51.68042807,0.815426971,9626.180195,940.1276786,2219.034903,6896205.99,2219.034903,6896205.99
21-05-20 10:45,21-05-20,10:45:00,28.85416453,51.79728807,0.754716712,10557.0901,1030.709821,2455.007305,6896441.962,2455.007305,6896441.962
21-05-20 11:00,21-05-20,11:00:00,29.207837,53.29230753,0.723534329,10341.06493,1009.81388,2704.886364,6896691.614,2704.886364,6896691.614
21-05-20 11:15,21-05-20,11:15:00,29.59773043,56.4438975,1.038991363,12816.13393,1249.876136,2993.258117,6896980.213,2993.258117,6896980.213
21-05-20 11:30,21-05-20,11:30:00,30.12836307,61.4558144,1.033489497,12490.76461,1218.228653,3299.654221,6897286.609,3299.654221,6897286.609
21-05-20 11:45,21-05-20,11:45:00,30.49429113,60.050757,0.887761896,11869.44481,1158.034659,3596.125812,6897583.08,3596.125812,6897583.08
21-05-20 12:00,21-05-20,12:00:00,30.6761354,57.4164388,0.892777234,10720.05763,1046.473539,3878.801136,6897865.756,3878.801136,6897865.756
21-05-20 12:15,21-05-20,12:15:00,30.80462447,58.6477848,0.887957537,11185.92208,1091.710877,4150.74026,6898137.695,4150.74026,6898137.695
21-05-20 12:30,21-05-20,12:30:00,30.550409,50.88379927,0.580134363,7910.018669,773.7434253,4372.237013,6898359.333,4372.237013,6898359.333
21-05-20 12:45,21-05-20,12:45:00,30.86417447,51.88567107,0.746643901,9993.295455,975.8513799,4599.101461,6898586.044,4599.101461,6898586.044
21-05-20 13:00,21-05-20,13:00:00,31.3942708,54.4914426,0.800469607,10110.10049,987.2008604,4853.273377,6898841.419,4853.273377,6898841.419
21-05-20 13:15,21-05-20,13:15:00,31.3498148,55.91095173,0.961819957,12853.28599,1253.385552,5127.690747,6899114.645,5127.690747,6899114.645
21-05-20 13:30,21-05-20,13:30:00,31.72367836,57.42826607,0.776466954,10637.89854,1038.236607,5425.088474,6899412.043,5425.088474,6899412.043
21-05-20 13:45,21-05-20,13:45:00,31.688391,55.6965108,0.861283269,10808.13961,1054.819643,5678.524351,6899665.479,5678.524351,6899665.479
21-05-20 14:00,21-05-20,14:00:00,32.05471387,56.43004773,0.741254446,10041.22565,980.2405845,5940.284091,6899927.239,5940.284091,6899927.239
21-05-20 14:15,21-05-20,14:15:00,31.86826353,50.85092773,0.632901332,8211.061688,802.3564935,6155.959416,6900142.914,6155.959416,6900142.914
21-05-20 14:30,21-05-20,14:30:00,31.819928,47.85040473,0.458560692,7072.270292,692.0304383,6344.504059,6900331.459,6344.504059,6900331.459
21-05-20 14:45,21-05-20,14:45:00,31.7245952,46.1821414,0.613399808,8287.074675,810.4394481,6524.42289,6900511.378,6524.42289,6900511.378
21-05-20 15:00,21-05-20,15:00:00,32.33336767,52.99154247,0.740920525,9987.325487,976.2261093,6746.877435,6900733.832,6746.877435,6900733.832
21-05-20 15:15,21-05-20,15:15:00,31.9338582,46.44251507,0.355912937,5165.270833,506.5166396,6923.438041,6900910.393,6923.438041,6900910.393
21-05-20 15:30,21-05-20,15:30:00,32.07216543,46.25483693,0.563544357,7443.25487,728.7133117,7082.033279,6901068.988,7082.033279,6901068.988
